1712596776315601920 ('EPT', 'BID') 3 4474 25
[CANCELLED] 1712596994672147245 ('EPT', 'ASK')
1712597000130845441 ('EPT', 'ASK') 3 4856 -355
[REJECTED] 1712597000130845443 ('DLO', 'ASK')
[REJECTED] 1712597000130845444 ('MKU', 'BID')
[REJECTED] 1712597000130845445 ('MKU', 'ASK')
[REJECTED] 1712597000130845446 ('IGM', 'BID')
[REJECTED] 1712597000130845447 ('IGM', 'ASK')
[REJECTED] 1712597000130845448 ('BRV', 'BID')
[REJECTED] 1712597000130845449 ('BRV', 'ASK')
[REJECTED] 1712597000130845451 ('EPT', 'ASK')
[REJECTED] 1712597000130845452 ('EPT', 'BID')
[REJECTED] 1712597000130845453 ('EPT', 'ASK')
[REJECTED] 1712597000130845454 ('EPT', 'BID')
[REJECTED] 1712597000130845455 ('EPT', 'ASK')
[REJECTED] 1712597000130845456 ('DLO', 'BID')
[REJECTED] 1712597000130845457 ('DLO', 'ASK')
[REJECTED] 1712597000130845458 ('DLO', 'BID')
[REJECTED] 1712597000130845459 ('DLO', 'ASK')
[REJECTED] 1712597000130845460 ('DLO', 'BID')
[REJECTED] 1712597000130845461 ('DLO', 'ASK')
[REJECTED] 1712597000130845462 ('MKU', 'BID')
[REJECTED] 1712597000130845463 ('MKU', 'ASK')
[REJECTED] 1712597000130845464 ('MKU', 'BID')
[REJECTED] 1712597000130845465 ('MKU', 'ASK')
[REJECTED] 1712597000130845466 ('MKU', 'BID')
[REJECTED] 1712597000130845467 ('MKU', 'ASK')
[REJECTED] 1712597000130845468 ('IGM', 'BID')
[REJECTED] 1712597000130845469 ('IGM', 'ASK')
[REJECTED] 1712597000130845470 ('IGM', 'BID')
[REJECTED] 1712597000130845471 ('IGM', 'ASK')
[REJECTED] 1712597000130845472 ('IGM', 'BID')
[REJECTED] 1712597000130845473 ('IGM', 'ASK')
[REJECTED] 1712597000130845474 ('BRV', 'BID')
[REJECTED] 1712597000130845475 ('BRV', 'ASK')
[REJECTED] 1712597000130845476 ('BRV', 'BID')
[REJECTED] 1712597000130845477 ('BRV', 'ASK')
[REJECTED] 1712597000130845478 ('BRV', 'BID')
[REJECTED] 1712597000130845479 ('BRV', 'ASK')
1712597002881238017 ('EPT', 'ASK') 3 4807 -306
[REJECTED] 1712597002881238018 ('DLO', 'BID')
[REJECTED] 1712597002881238019 ('DLO', 'ASK')
[REJECTED] 1712597002881238021 ('MKU', 'ASK')
[REJECTED] 1712597002881238022 ('IGM', 'BID')
[REJECTED] 1712597002881238023 ('IGM', 'ASK')
[REJECTED] 1712597002881238024 ('BRV', 'BID')
[REJECTED] 1712597002881238025 ('BRV', 'ASK')
[REJECTED] 1712597002881238027 ('EPT', 'ASK')
[REJECTED] 1712597002881238028 ('EPT', 'BID')
[REJECTED] 1712597002881238029 ('EPT', 'ASK')
[REJECTED] 1712597002881238030 ('EPT', 'BID')
[REJECTED] 1712597002881238031 ('EPT', 'ASK')
[REJECTED] 1712597002881238032 ('DLO', 'BID')
[REJECTED] 1712597002881238033 ('DLO', 'ASK')
[REJECTED] 1712597002881238034 ('DLO', 'BID')
[REJECTED] 1712597002881238035 ('DLO', 'ASK')
[REJECTED] 1712597002881238036 ('DLO', 'BID')
[REJECTED] 1712597002881238037 ('DLO', 'ASK')
[REJECTED] 1712597002881238038 ('MKU', 'BID')
[REJECTED] 1712597002881238039 ('MKU', 'ASK')
[REJECTED] 1712597002881238040 ('MKU', 'BID')
[REJECTED] 1712597002881238041 ('MKU', 'ASK')
[REJECTED] 1712597002881238042 ('MKU', 'BID')
[REJECTED] 1712597002881238043 ('MKU', 'ASK')
[REJECTED] 1712597002881238044 ('IGM', 'BID')
[REJECTED] 1712597002881238045 ('IGM', 'ASK')
[REJECTED] 1712597002881238046 ('IGM', 'BID')
[REJECTED] 1712597002881238047 ('IGM', 'ASK')
[REJECTED] 1712597002881238048 ('IGM', 'BID')
[REJECTED] 1712597002881238049 ('IGM', 'ASK')
[REJECTED] 1712597002881238050 ('BRV', 'BID')
[REJECTED] 1712597002881238051 ('BRV', 'ASK')
[REJECTED] 1712597002881238052 ('BRV', 'BID')
[REJECTED] 1712597002881238053 ('BRV', 'ASK')
[REJECTED] 1712597002881238054 ('BRV', 'BID')
[REJECTED] 1712597002881238055 ('BRV', 'ASK')
1712597010136225025 ('EPT', 'ASK') 3 4780 -279
[REJECTED] 1712597010136225027 ('DLO', 'ASK')
[REJECTED] 1712597010136225029 ('MKU', 'ASK')
[REJECTED] 1712597010136225030 ('IGM', 'BID')
[REJECTED] 1712597010136225031 ('IGM', 'ASK')
[REJECTED] 1712597010136225032 ('BRV', 'BID')
[REJECTED] 1712597010136225033 ('BRV', 'ASK')
[REJECTED] 1712597010136225034 ('EPT', 'BID')
[REJECTED] 1712597010136225035 ('EPT', 'ASK')
[REJECTED] 1712597010136225036 ('EPT', 'BID')
[REJECTED] 1712597010136225037 ('EPT', 'ASK')
[REJECTED] 1712597010136225038 ('EPT', 'BID')
[REJECTED] 1712597010136225039 ('EPT', 'ASK')
[REJECTED] 1712597010136225040 ('DLO', 'BID')
[REJECTED] 1712597010136225041 ('DLO', 'ASK')
[REJECTED] 1712597010136225042 ('DLO', 'BID')
[REJECTED] 1712597010136225043 ('DLO', 'ASK')
[REJECTED] 1712597010136225044 ('DLO', 'BID')
[REJECTED] 1712597010136225045 ('DLO', 'ASK')
[REJECTED] 1712597010136225046 ('MKU', 'BID')
[REJECTED] 1712597010136225047 ('MKU', 'ASK')
[REJECTED] 1712597010136225048 ('MKU', 'BID')
[REJECTED] 1712597010136225049 ('MKU', 'ASK')
[REJECTED] 1712597010136225050 ('MKU', 'BID')
[REJECTED] 1712597010136225051 ('MKU', 'ASK')
[REJECTED] 1712597010136225052 ('IGM', 'BID')
[REJECTED] 1712597010136225053 ('IGM', 'ASK')
[REJECTED] 1712597010136225054 ('IGM', 'BID')
[REJECTED] 1712597010136225055 ('IGM', 'ASK')
[REJECTED] 1712597010136225056 ('IGM', 'BID')
[REJECTED] 1712597010136225057 ('IGM', 'ASK')
[REJECTED] 1712597010136225058 ('BRV', 'BID')
[REJECTED] 1712597010136225059 ('BRV', 'ASK')
[REJECTED] 1712597010136225060 ('BRV', 'BID')
[REJECTED] 1712597010136225061 ('BRV', 'ASK')
[REJECTED] 1712597010136225062 ('BRV', 'BID')
[REJECTED] 1712597010136225063 ('BRV', 'ASK')
[CANCELLED] 1712597010136225024 ('EPT', 'BID')
[CANCELLED] 1712597010136225026 ('DLO', 'BID')
[CANCELLED] 1712597010136225028 ('MKU', 'BID')
[REJECTED] 1712597010136225064 ('SCP', 'BID')
[REJECTED] 1712597010136225065 ('SCP', 'BID')
[REJECTED] 1712597010136225066 ('SCP', 'BID')
[REJECTED] 1712597010136225067 ('SCP', 'BID')
[REJECTED] 1712597010136225070 ('DLO', 'BID')
[REJECTED] 1712597010136225072 ('MKU', 'BID')
1712597010136225073 ('MKU', 'ASK') 3 4865 -4
[REJECTED] 1712597010136225074 ('IGM', 'BID')
[REJECTED] 1712597010136225075 ('IGM', 'ASK')
[REJECTED] 1712597010136225076 ('BRV', 'BID')
[REJECTED] 1712597010136225077 ('BRV', 'ASK')
[REJECTED] 1712597010136225078 ('EPT', 'BID')
[REJECTED] 1712597010136225079 ('EPT', 'ASK')
[REJECTED] 1712597010136225080 ('EPT', 'BID')
[REJECTED] 1712597010136225081 ('EPT', 'ASK')
[REJECTED] 1712597010136225082 ('EPT', 'BID')
[REJECTED] 1712597010136225083 ('EPT', 'ASK')
[REJECTED] 1712597010136225084 ('DLO', 'BID')
[REJECTED] 1712597010136225085 ('DLO', 'ASK')
[REJECTED] 1712597010136225086 ('DLO', 'BID')
[REJECTED] 1712597010136225087 ('DLO', 'ASK')
[REJECTED] 1712597010136225088 ('DLO', 'BID')
[REJECTED] 1712597010136225089 ('DLO', 'ASK')
[REJECTED] 1712597010136225090 ('MKU', 'BID')
[REJECTED] 1712597010136225091 ('MKU', 'ASK')
[REJECTED] 1712597010136225092 ('MKU', 'BID')
[REJECTED] 1712597010136225093 ('MKU', 'ASK')
[REJECTED] 1712597010136225094 ('MKU', 'BID')
[REJECTED] 1712597010136225095 ('MKU', 'ASK')
[REJECTED] 1712597010136225096 ('IGM', 'BID')
[REJECTED] 1712597010136225097 ('IGM', 'ASK')
[REJECTED] 1712597010136225098 ('IGM', 'BID')
[REJECTED] 1712597010136225099 ('IGM', 'ASK')
[REJECTED] 1712597010136225100 ('IGM', 'BID')
[REJECTED] 1712597010136225101 ('IGM', 'ASK')
[REJECTED] 1712597010136225102 ('BRV', 'BID')
[REJECTED] 1712597010136225103 ('BRV', 'ASK')
[REJECTED] 1712597010136225104 ('BRV', 'BID')
[REJECTED] 1712597010136225105 ('BRV', 'ASK')
[REJECTED] 1712597010136225106 ('BRV', 'BID')
[REJECTED] 1712597010136225107 ('BRV', 'ASK')
1712597010136225069 ('EPT', 'ASK') 3 4787 0
[CANCELLED] 1712597010136225068 ('EPT', 'BID')
[CANCELLED] 1712597010136225071 ('DLO', 'ASK')
[REJECTED] 1712597010136225108 ('SCP', 'BID')
[REJECTED] 1712597010136225109 ('SCP', 'BID')
[REJECTED] 1712597010136225110 ('SCP', 'BID')
[REJECTED] 1712597010136225111 ('SCP', 'BID')
[REJECTED] 1712597010136225113 ('EPT', 'ASK')
[REJECTED] 1712597010136225115 ('DLO', 'ASK')
[REJECTED] 1712597010136225117 ('MKU', 'ASK')
[REJECTED] 1712597010136225118 ('IGM', 'BID')
[REJECTED] 1712597010136225119 ('IGM', 'ASK')
[REJECTED] 1712597010136225120 ('BRV', 'BID')
[REJECTED] 1712597010136225121 ('BRV', 'ASK')
[REJECTED] 1712597010136225122 ('EPT', 'BID')
[REJECTED] 1712597010136225123 ('EPT', 'ASK')
[REJECTED] 1712597010136225124 ('EPT', 'BID')
[REJECTED] 1712597010136225125 ('EPT', 'ASK')
[REJECTED] 1712597010136225126 ('EPT', 'BID')
[REJECTED] 1712597010136225127 ('EPT', 'ASK')
[REJECTED] 1712597010136225128 ('DLO', 'BID')
[REJECTED] 1712597010136225129 ('DLO', 'ASK')
[REJECTED] 1712597010136225130 ('DLO', 'BID')
[REJECTED] 1712597010136225131 ('DLO', 'ASK')
[REJECTED] 1712597010136225132 ('DLO', 'BID')
[REJECTED] 1712597010136225133 ('DLO', 'ASK')
[REJECTED] 1712597010136225134 ('MKU', 'BID')
[REJECTED] 1712597010136225135 ('MKU', 'ASK')
[REJECTED] 1712597010136225136 ('MKU', 'BID')
1712597010136225114 ('DLO', 'BID') 3 4936 0
[REJECTED] 1712597010136225137 ('MKU', 'ASK')
[REJECTED] 1712597010136225138 ('MKU', 'BID')
[REJECTED] 1712597010136225139 ('MKU', 'ASK')
[REJECTED] 1712597010136225140 ('IGM', 'BID')
[REJECTED] 1712597010136225141 ('IGM', 'ASK')
[REJECTED] 1712597010136225142 ('IGM', 'BID')
[REJECTED] 1712597010136225143 ('IGM', 'ASK')
[REJECTED] 1712597010136225144 ('IGM', 'BID')
[REJECTED] 1712597010136225145 ('IGM', 'ASK')
[REJECTED] 1712597010136225146 ('BRV', 'BID')
[REJECTED] 1712597010136225147 ('BRV', 'ASK')
[REJECTED] 1712597010136225148 ('BRV', 'BID')
[REJECTED] 1712597010136225149 ('BRV', 'ASK')
[REJECTED] 1712597010136225150 ('BRV', 'BID')
[REJECTED] 1712597010136225151 ('BRV', 'ASK')
[CANCELLED] 1712597010136225112 ('EPT', 'BID')
[CANCELLED] 1712597010136225116 ('MKU', 'BID')
[REJECTED] 1712597010136225152 ('SCP', 'BID')
[REJECTED] 1712597010136225153 ('SCP', 'BID')
[REJECTED] 1712597010136225154 ('SCP', 'BID')
[REJECTED] 1712597010136225155 ('SCP', 'BID')
[REJECTED] 1712597010136225156 ('EPT', 'BID')
1712597010136225158 ('DLO', 'BID') 3 4934 6
[REJECTED] 1712597010136225160 ('MKU', 'BID')
[REJECTED] 1712597010136225162 ('IGM', 'BID')
[REJECTED] 1712597010136225163 ('IGM', 'ASK')
[REJECTED] 1712597010136225164 ('BRV', 'BID')
[REJECTED] 1712597010136225165 ('BRV', 'ASK')
[REJECTED] 1712597010136225166 ('EPT', 'BID')
[REJECTED] 1712597010136225167 ('EPT', 'ASK')
[REJECTED] 1712597010136225168 ('EPT', 'BID')
[REJECTED] 1712597010136225169 ('EPT', 'ASK')
[REJECTED] 1712597010136225170 ('EPT', 'BID')
[REJECTED] 1712597010136225171 ('EPT', 'ASK')
[REJECTED] 1712597010136225172 ('DLO', 'BID')
[REJECTED] 1712597010136225173 ('DLO', 'ASK')
[REJECTED] 1712597010136225174 ('DLO', 'BID')
[REJECTED] 1712597010136225175 ('DLO', 'ASK')
[REJECTED] 1712597010136225176 ('DLO', 'BID')
[REJECTED] 1712597010136225177 ('DLO', 'ASK')
[REJECTED] 1712597010136225178 ('MKU', 'BID')
[REJECTED] 1712597010136225179 ('MKU', 'ASK')
[REJECTED] 1712597010136225180 ('MKU', 'BID')
[REJECTED] 1712597010136225181 ('MKU', 'ASK')
[REJECTED] 1712597010136225182 ('MKU', 'BID')
[REJECTED] 1712597010136225183 ('MKU', 'ASK')
[REJECTED] 1712597010136225184 ('IGM', 'BID')
[REJECTED] 1712597010136225185 ('IGM', 'ASK')
[REJECTED] 1712597010136225186 ('IGM', 'BID')
[REJECTED] 1712597010136225187 ('IGM', 'ASK')
[REJECTED] 1712597010136225188 ('IGM', 'BID')
[REJECTED] 1712597010136225189 ('IGM', 'ASK')
[REJECTED] 1712597010136225190 ('BRV', 'BID')
[REJECTED] 1712597010136225191 ('BRV', 'ASK')
[REJECTED] 1712597010136225192 ('BRV', 'BID')
[REJECTED] 1712597010136225193 ('BRV', 'ASK')
[REJECTED] 1712597010136225194 ('BRV', 'BID')
[REJECTED] 1712597010136225195 ('BRV', 'ASK')
1712597010136225157 ('EPT', 'ASK') 3 4811 0
1712597010136225159 ('DLO', 'ASK') 3 4944 0
[CANCELLED] 1712597010136225161 ('MKU', 'ASK')
[REJECTED] 1712597010136225196 ('SCP', 'BID')
[REJECTED] 1712597010136225197 ('SCP', 'BID')
1712597010136225199 ('EPT', 'ASK') 3 4823 -6
[REJECTED] 1712597010136225201 ('DLO', 'ASK')
[REJECTED] 1712597010136225203 ('MKU', 'ASK')
[REJECTED] 1712597010136225204 ('IGM', 'BID')
[REJECTED] 1712597010136225205 ('IGM', 'ASK')
[REJECTED] 1712597010136225206 ('BRV', 'BID')
[REJECTED] 1712597010136225207 ('BRV', 'ASK')
[REJECTED] 1712597010136225208 ('EPT', 'BID')
[REJECTED] 1712597010136225209 ('EPT', 'ASK')
[REJECTED] 1712597010136225210 ('EPT', 'BID')
[REJECTED] 1712597010136225211 ('EPT', 'ASK')
[REJECTED] 1712597010136225212 ('EPT', 'BID')
[REJECTED] 1712597010136225213 ('EPT', 'ASK')
[REJECTED] 1712597010136225214 ('DLO', 'BID')
[REJECTED] 1712597010136225215 ('DLO', 'ASK')
[REJECTED] 1712597010136225216 ('DLO', 'BID')
[REJECTED] 1712597010136225217 ('DLO', 'ASK')
[REJECTED] 1712597010136225218 ('DLO', 'BID')
[REJECTED] 1712597010136225219 ('DLO', 'ASK')
[REJECTED] 1712597010136225220 ('MKU', 'BID')
[REJECTED] 1712597010136225221 ('MKU', 'ASK')
[REJECTED] 1712597010136225222 ('MKU', 'BID')
[REJECTED] 1712597010136225223 ('MKU', 'ASK')
[REJECTED] 1712597010136225224 ('MKU', 'BID')
[REJECTED] 1712597010136225225 ('MKU', 'ASK')
[REJECTED] 1712597010136225226 ('IGM', 'BID')
[REJECTED] 1712597010136225227 ('IGM', 'ASK')
[REJECTED] 1712597010136225228 ('IGM', 'BID')
[REJECTED] 1712597010136225229 ('IGM', 'ASK')
[REJECTED] 1712597010136225230 ('IGM', 'BID')
[REJECTED] 1712597010136225231 ('IGM', 'ASK')
[REJECTED] 1712597010136225232 ('BRV', 'BID')
[REJECTED] 1712597010136225233 ('BRV', 'ASK')
[REJECTED] 1712597010136225234 ('BRV', 'BID')
[REJECTED] 1712597010136225235 ('BRV', 'ASK')
[REJECTED] 1712597010136225236 ('BRV', 'BID')
[REJECTED] 1712597010136225237 ('BRV', 'ASK')
[CANCELLED] 1712597010136225198 ('EPT', 'BID')
[CANCELLED] 1712597010136225200 ('DLO', 'BID')
[CANCELLED] 1712597010136225202 ('MKU', 'BID')
[REJECTED] 1712597010136225238 ('SCP', 'BID')
[REJECTED] 1712597010136225239 ('SCP', 'BID')
[REJECTED] 1712597010136225240 ('SCP', 'BID')
[REJECTED] 1712597010136225241 ('SCP', 'BID')
1712597010136225242 ('EPT', 'BID') 6 4813 10
[REJECTED] 1712597010136225244 ('DLO', 'BID')
[REJECTED] 1712597010136225246 ('MKU', 'BID')
1712597010136225247 ('MKU', 'ASK') 3 4951 -12
[REJECTED] 1712597010136225248 ('IGM', 'BID')
[REJECTED] 1712597010136225249 ('IGM', 'ASK')
[REJECTED] 1712597010136225250 ('BRV', 'BID')
[REJECTED] 1712597010136225251 ('BRV', 'ASK')
[REJECTED] 1712597010136225252 ('EPT', 'BID')
[REJECTED] 1712597010136225253 ('EPT', 'ASK')
[REJECTED] 1712597010136225254 ('EPT', 'BID')
[REJECTED] 1712597010136225255 ('EPT', 'ASK')
[REJECTED] 1712597010136225256 ('EPT', 'BID')
[REJECTED] 1712597010136225257 ('EPT', 'ASK')
[REJECTED] 1712597010136225258 ('DLO', 'BID')
[REJECTED] 1712597010136225259 ('DLO', 'ASK')
[REJECTED] 1712597010136225260 ('DLO', 'BID')
[REJECTED] 1712597010136225261 ('DLO', 'ASK')
[REJECTED] 1712597010136225262 ('DLO', 'BID')
[REJECTED] 1712597010136225263 ('DLO', 'ASK')
[REJECTED] 1712597010136225264 ('MKU', 'BID')
[REJECTED] 1712597010136225265 ('MKU', 'ASK')
[REJECTED] 1712597010136225266 ('MKU', 'BID')
[REJECTED] 1712597010136225267 ('MKU', 'ASK')
[REJECTED] 1712597010136225268 ('MKU', 'BID')
[REJECTED] 1712597010136225269 ('MKU', 'ASK')
[REJECTED] 1712597010136225270 ('IGM', 'BID')
[REJECTED] 1712597010136225271 ('IGM', 'ASK')
[REJECTED] 1712597010136225272 ('IGM', 'BID')
[REJECTED] 1712597010136225273 ('IGM', 'ASK')
[REJECTED] 1712597010136225274 ('IGM', 'BID')
[REJECTED] 1712597010136225275 ('IGM', 'ASK')
[REJECTED] 1712597010136225276 ('BRV', 'BID')
[REJECTED] 1712597010136225277 ('BRV', 'ASK')
[REJECTED] 1712597010136225278 ('BRV', 'BID')
[REJECTED] 1712597010136225279 ('BRV', 'ASK')
[REJECTED] 1712597010136225280 ('BRV', 'BID')
[REJECTED] 1712597010136225281 ('BRV', 'ASK')
1712597010136225243 ('EPT', 'ASK') 3 4827 0
[CANCELLED] 1712597010136225245 ('DLO', 'ASK')
[REJECTED] 1712597010136225282 ('SCP', 'BID')
[REJECTED] 1712597010136225283 ('SCP', 'BID')
[REJECTED] 1712597010136225284 ('SCP', 'BID')
[REJECTED] 1712597010136225285 ('SCP', 'BID')
1712597010136225287 ('EPT', 'ASK') 3 4819 -3
1712597010136225288 ('DLO', 'BID') 3 4922 1
[REJECTED] 1712597010136225289 ('DLO', 'ASK')
[REJECTED] 1712597010136225291 ('MKU', 'ASK')
[REJECTED] 1712597010136225292 ('IGM', 'BID')
[REJECTED] 1712597010136225293 ('IGM', 'ASK')
[REJECTED] 1712597010136225294 ('BRV', 'BID')
[REJECTED] 1712597010136225295 ('BRV', 'ASK')
[REJECTED] 1712597010136225296 ('EPT', 'BID')
[REJECTED] 1712597010136225297 ('EPT', 'ASK')
[REJECTED] 1712597010136225298 ('EPT', 'BID')
[REJECTED] 1712597010136225299 ('EPT', 'ASK')
[REJECTED] 1712597010136225300 ('EPT', 'BID')
[REJECTED] 1712597010136225301 ('EPT', 'ASK')
[REJECTED] 1712597010136225302 ('DLO', 'BID')
[REJECTED] 1712597010136225303 ('DLO', 'ASK')
[REJECTED] 1712597010136225304 ('DLO', 'BID')
[REJECTED] 1712597010136225305 ('DLO', 'ASK')
[REJECTED] 1712597010136225306 ('DLO', 'BID')
[REJECTED] 1712597010136225307 ('DLO', 'ASK')
[REJECTED] 1712597010136225308 ('MKU', 'BID')
[REJECTED] 1712597010136225309 ('MKU', 'ASK')
[REJECTED] 1712597010136225310 ('MKU', 'BID')
[REJECTED] 1712597010136225311 ('MKU', 'ASK')
[REJECTED] 1712597010136225312 ('MKU', 'BID')
[REJECTED] 1712597010136225313 ('MKU', 'ASK')
[REJECTED] 1712597010136225314 ('IGM', 'BID')
[REJECTED] 1712597010136225315 ('IGM', 'ASK')
[REJECTED] 1712597010136225316 ('IGM', 'BID')
[REJECTED] 1712597010136225317 ('IGM', 'ASK')
[REJECTED] 1712597010136225318 ('IGM', 'BID')
[REJECTED] 1712597010136225319 ('IGM', 'ASK')
[REJECTED] 1712597010136225320 ('BRV', 'BID')
[REJECTED] 1712597010136225321 ('BRV', 'ASK')
[REJECTED] 1712597010136225322 ('BRV', 'BID')
[REJECTED] 1712597010136225323 ('BRV', 'ASK')
[REJECTED] 1712597010136225324 ('BRV', 'BID')
[REJECTED] 1712597010136225325 ('BRV', 'ASK')
1712597010136225290 ('MKU', 'BID') 3 4959 0
[CANCELLED] 1712597010136225286 ('EPT', 'BID')
[REJECTED] 1712597010136225326 ('SCP', 'BID')
[REJECTED] 1712597010136225327 ('SCP', 'BID')
[REJECTED] 1712597010136225328 ('SCP', 'BID')
[REJECTED] 1712597010136225329 ('SCP', 'BID')
1712597010136225331 ('EPT', 'ASK') 3 4856 -15
1712597010136225332 ('DLO', 'BID') 3 4905 15
1712597010136225334 ('MKU', 'BID') 3 4936 17
[REJECTED] 1712597010136225336 ('IGM', 'BID')
[REJECTED] 1712597010136225337 ('IGM', 'ASK')
[REJECTED] 1712597010136225338 ('BRV', 'BID')
[REJECTED] 1712597010136225339 ('BRV', 'ASK')
[REJECTED] 1712597010136225340 ('EPT', 'BID')
[REJECTED] 1712597010136225341 ('EPT', 'ASK')
[REJECTED] 1712597010136225342 ('EPT', 'BID')
[REJECTED] 1712597010136225343 ('EPT', 'ASK')
[REJECTED] 1712597010136225344 ('EPT', 'BID')
[REJECTED] 1712597010136225345 ('EPT', 'ASK')
[REJECTED] 1712597010136225346 ('DLO', 'BID')
[REJECTED] 1712597010136225347 ('DLO', 'ASK')
[REJECTED] 1712597010136225348 ('DLO', 'BID')
[REJECTED] 1712597010136225349 ('DLO', 'ASK')
[REJECTED] 1712597010136225350 ('DLO', 'BID')
[REJECTED] 1712597010136225351 ('DLO', 'ASK')
[REJECTED] 1712597010136225352 ('MKU', 'BID')
[REJECTED] 1712597010136225353 ('MKU', 'ASK')
[REJECTED] 1712597010136225354 ('MKU', 'BID')
[REJECTED] 1712597010136225355 ('MKU', 'ASK')
[REJECTED] 1712597010136225356 ('MKU', 'BID')
[REJECTED] 1712597010136225357 ('MKU', 'ASK')
[REJECTED] 1712597010136225358 ('IGM', 'BID')
[REJECTED] 1712597010136225359 ('IGM', 'ASK')
[REJECTED] 1712597010136225360 ('IGM', 'BID')
[REJECTED] 1712597010136225361 ('IGM', 'ASK')
[REJECTED] 1712597010136225362 ('IGM', 'BID')
[REJECTED] 1712597010136225363 ('IGM', 'ASK')
[REJECTED] 1712597010136225364 ('BRV', 'BID')
[REJECTED] 1712597010136225365 ('BRV', 'ASK')
[REJECTED] 1712597010136225366 ('BRV', 'BID')
[REJECTED] 1712597010136225367 ('BRV', 'ASK')
[REJECTED] 1712597010136225368 ('BRV', 'BID')
[REJECTED] 1712597010136225369 ('BRV', 'ASK')
1712597025044162305 ('EPT', 'ASK') 3 4819 -318
[REJECTED] 1712597025044162307 ('DLO', 'ASK')
[REJECTED] 1712597025044162309 ('MKU', 'ASK')
[REJECTED] 1712597025044162310 ('IGM', 'BID')
[REJECTED] 1712597025044162311 ('IGM', 'ASK')
[REJECTED] 1712597025044162312 ('BRV', 'BID')
[REJECTED] 1712597025044162313 ('BRV', 'ASK')
1712597025044162315 ('EPT', 'ASK') 10 4819 -298
[REJECTED] 1712597025044162317 ('EPT', 'ASK')
[REJECTED] 1712597025044162318 ('EPT', 'BID')
[REJECTED] 1712597025044162319 ('EPT', 'ASK')
[REJECTED] 1712597025044162320 ('DLO', 'BID')
[REJECTED] 1712597025044162321 ('DLO', 'ASK')
[REJECTED] 1712597025044162322 ('DLO', 'BID')
[REJECTED] 1712597025044162323 ('DLO', 'ASK')
[REJECTED] 1712597025044162324 ('DLO', 'BID')
[REJECTED] 1712597025044162325 ('DLO', 'ASK')
[REJECTED] 1712597025044162326 ('MKU', 'BID')
[REJECTED] 1712597025044162327 ('MKU', 'ASK')
[REJECTED] 1712597025044162328 ('MKU', 'BID')
[REJECTED] 1712597025044162329 ('MKU', 'ASK')
[REJECTED] 1712597025044162330 ('MKU', 'BID')
[REJECTED] 1712597025044162331 ('MKU', 'ASK')
[REJECTED] 1712597025044162332 ('IGM', 'BID')
[REJECTED] 1712597025044162333 ('IGM', 'ASK')
[REJECTED] 1712597025044162334 ('IGM', 'BID')
[REJECTED] 1712597025044162335 ('IGM', 'ASK')
[REJECTED] 1712597025044162336 ('IGM', 'BID')
[REJECTED] 1712597025044162337 ('IGM', 'ASK')
[REJECTED] 1712597025044162338 ('BRV', 'BID')
[REJECTED] 1712597025044162339 ('BRV', 'ASK')
[REJECTED] 1712597025044162340 ('BRV', 'BID')
[REJECTED] 1712597025044162341 ('BRV', 'ASK')
[REJECTED] 1712597025044162342 ('BRV', 'BID')
[REJECTED] 1712597025044162343 ('BRV', 'ASK')
[REJECTED] 1712597026928831744 ('EPT', 'BID')
[REJECTED] 1712597026928831745 ('EPT', 'ASK')
[REJECTED] 1712597026928831747 ('DLO', 'ASK')
[REJECTED] 1712597026928831748 ('MKU', 'BID')
[REJECTED] 1712597026928831749 ('MKU', 'ASK')
[REJECTED] 1712597026928831750 ('IGM', 'BID')
[REJECTED] 1712597026928831751 ('IGM', 'ASK')
[REJECTED] 1712597026928831752 ('BRV', 'BID')
[REJECTED] 1712597026928831753 ('BRV', 'ASK')
[REJECTED] 1712597026928831754 ('EPT', 'BID')
[REJECTED] 1712597026928831755 ('EPT', 'ASK')
[REJECTED] 1712597026928831756 ('EPT', 'BID')
[REJECTED] 1712597026928831757 ('EPT', 'ASK')
[REJECTED] 1712597026928831758 ('EPT', 'BID')
[REJECTED] 1712597026928831759 ('EPT', 'ASK')
[REJECTED] 1712597026928831760 ('DLO', 'BID')
[REJECTED] 1712597026928831761 ('DLO', 'ASK')
[REJECTED] 1712597026928831762 ('DLO', 'BID')
[REJECTED] 1712597026928831763 ('DLO', 'ASK')
[REJECTED] 1712597026928831764 ('DLO', 'BID')
[REJECTED] 1712597026928831765 ('DLO', 'ASK')
[REJECTED] 1712597026928831766 ('MKU', 'BID')
[REJECTED] 1712597026928831767 ('MKU', 'ASK')
[REJECTED] 1712597026928831768 ('MKU', 'BID')
[REJECTED] 1712597026928831769 ('MKU', 'ASK')
[REJECTED] 1712597026928831770 ('MKU', 'BID')
[REJECTED] 1712597026928831771 ('MKU', 'ASK')
[REJECTED] 1712597026928831772 ('IGM', 'BID')
[REJECTED] 1712597026928831773 ('IGM', 'ASK')
[REJECTED] 1712597026928831774 ('IGM', 'BID')
[REJECTED] 1712597026928831775 ('IGM', 'ASK')
[REJECTED] 1712597026928831776 ('IGM', 'BID')
[REJECTED] 1712597026928831777 ('IGM', 'ASK')
[REJECTED] 1712597026928831778 ('BRV', 'BID')
[REJECTED] 1712597026928831779 ('BRV', 'ASK')
