1712715259482565892 ('BRV', <Side.BUY: 1>) 1 5384 4
[CANCELLED] 1712715259482567236 ('MKU', <Side.SELL: 2>)
1712715259482567250 ('MKU', <Side.BUY: 1>) 1 4939 28
[CANCELLED] 1712715259482567238 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567240 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567242 ('IGM', <Side.SELL: 2>)
1712715259482567251 ('IGM', <Side.BUY: 1>) 1 6151 33
[CANCELLED] 1712715259482567247 ('BRV', <Side.BUY: 1>)
1712715259482567252 ('BRV', <Side.BUY: 1>) 1 5445 32
1712715259482567265 ('MKU', <Side.BUY: 1>) 2 4939 8
1712715259482567254 ('EPT', <Side.SELL: 2>) 2 4274 0
[CANCELLED] 1712715259482567248 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567253 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567255 ('EPT', <Side.BUY: 1>)
1712715259482567267 ('EPT', <Side.BUY: 1>) 1 4249 10
[CANCELLED] 1712715259482567259 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567260 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567261 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567262 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567266 ('MKU', <Side.SELL: 2>)
1712715259482567291 ('IGM', <Side.SELL: 2>) 2 6164 -2
1712715259482567272 ('EPT', <Side.BUY: 1>) 2 4239 0
1712715259482567293 ('IGM', <Side.SELL: 2>) 2 6182 0
1712715259482567297 ('BRV', <Side.SELL: 2>) 2 5488 0
1712715259482567295 ('IGM', <Side.SELL: 2>) 2 6202 0
1712715259482567299 ('BRV', <Side.SELL: 2>) 2 5508 0
1712715259482567274 ('EPT', <Side.BUY: 1>) 2 4219 0
1712715259482567301 ('BRV', <Side.SELL: 2>) 2 5528 0
[CANCELLED] 1712715259482567256 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567257 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567258 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567273 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567275 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567276 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567277 ('EPT', <Side.SELL: 2>)
1712715259482567302 ('EPT', <Side.BUY: 1>) 1 4213 6
[CANCELLED] 1712715259482567263 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567264 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567268 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567278 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567279 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567280 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567281 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567282 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567283 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567269 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567284 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567285 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567286 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567287 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567288 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567289 ('MKU', <Side.SELL: 2>)
1712715259482567304 ('MKU', <Side.BUY: 1>) 1 4979 2
[CANCELLED] 1712715259482567270 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567290 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567292 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567294 ('IGM', <Side.BUY: 1>)
1712715259482567305 ('IGM', <Side.BUY: 1>) 1 6201 7
[CANCELLED] 1712715259482567271 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567296 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567298 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567300 ('BRV', <Side.BUY: 1>)
1712715259482567306 ('BRV', <Side.BUY: 1>) 1 5512 6
1712715259482567325 ('IGM', <Side.BUY: 1>) 2 6188 0
1712715259482567303 ('DLO', <Side.BUY: 1>) 1 5021 0
1712715259482567331 ('BRV', <Side.BUY: 1>) 2 5498 0
1712715259482567320 ('MKU', <Side.SELL: 2>) 2 5011 0
1712715259482567332 ('BRV', <Side.SELL: 2>) 2 5551 0
[CANCELLED] 1712715259482567307 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567308 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567309 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567310 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567311 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567312 ('EPT', <Side.SELL: 2>)
1712715259482567335 ('EPT', <Side.BUY: 1>) 1 4234 2
[CANCELLED] 1712715259482567313 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567314 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567315 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567316 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567317 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567318 ('DLO', <Side.SELL: 2>)
1712715259482567336 ('DLO', <Side.BUY: 1>) 1 5016 0
[CANCELLED] 1712715259482567319 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567321 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567322 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567323 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567324 ('MKU', <Side.SELL: 2>)
1712715259482567337 ('MKU', <Side.BUY: 1>) 1 4980 28
[CANCELLED] 1712715259482567326 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567327 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567328 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567329 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567330 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567333 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567334 ('BRV', <Side.SELL: 2>)
1712715259482567339 ('BRV', <Side.BUY: 1>) 1 5502 14
1712715259482567352 ('MKU', <Side.BUY: 1>) 2 4980 8
1712715259482567359 ('IGM', <Side.SELL: 2>) 2 6219 -8
1712715259482567364 ('BRV', <Side.BUY: 1>) 2 5496 0
1712715259482567354 ('MKU', <Side.BUY: 1>) 2 4968 0
1712715259482567366 ('BRV', <Side.BUY: 1>) 2 5476 0
1712715259482567368 ('BRV', <Side.BUY: 1>) 2 5456 0
[CANCELLED] 1712715259482567340 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567341 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567342 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567343 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567344 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567345 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567346 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567347 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567348 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567349 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567350 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567351 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567353 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567355 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567356 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567357 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567338 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567358 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567360 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567361 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567362 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567363 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567365 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567367 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567369 ('BRV', <Side.SELL: 2>)
1712715259482567374 ('BRV', <Side.BUY: 1>) 1 5450 7
1712715259482567372 ('MKU', <Side.BUY: 1>) 1 4949 0
1712715259482567399 ('BRV', <Side.BUY: 1>) 2 5437 0
1712715259482567387 ('MKU', <Side.BUY: 1>) 2 4929 0
1712715259482567371 ('DLO', <Side.BUY: 1>) 1 4998 0
1712715259482567401 ('BRV', <Side.BUY: 1>) 2 5417 0
1712715259482567403 ('BRV', <Side.BUY: 1>) 2 5397 0
1712715259482567389 ('MKU', <Side.BUY: 1>) 2 4909 0
[CANCELLED] 1712715259482567370 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567375 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567376 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567377 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567378 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567379 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567380 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567381 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567382 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567383 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567384 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567385 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567386 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567388 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567390 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567391 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567392 ('MKU', <Side.SELL: 2>)
1712715259482567407 ('MKU', <Side.BUY: 1>) 1 4902 7
[CANCELLED] 1712715259482567373 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567393 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567394 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567395 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567396 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567397 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567398 ('IGM', <Side.SELL: 2>)
1712715259482567408 ('IGM', <Side.BUY: 1>) 1 6199 11
[CANCELLED] 1712715259482567400 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567402 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567404 ('BRV', <Side.SELL: 2>)
1712715259482567409 ('BRV', <Side.BUY: 1>) 1 5365 28
1712715259482567434 ('BRV', <Side.BUY: 1>) 2 5365 8
1712715259482567422 ('MKU', <Side.BUY: 1>) 2 4889 0
1712715259482567436 ('BRV', <Side.BUY: 1>) 2 5353 0
[CANCELLED] 1712715259482567405 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567410 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567411 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567412 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567413 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567414 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567415 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567406 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567416 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567417 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567418 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567419 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567420 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567421 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567423 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567424 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567425 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567426 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567427 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567428 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567429 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567430 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567431 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567432 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567433 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567435 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567437 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567438 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567439 ('BRV', <Side.SELL: 2>)
1712715259482567443 ('IGM', <Side.BUY: 1>) 1 6197 0
1712715259482567463 ('IGM', <Side.BUY: 1>) 2 6177 0
1712715259482567441 ('DLO', <Side.BUY: 1>) 1 4980 0
1712715259482567444 ('BRV', <Side.BUY: 1>) 1 5348 0
1712715259482567442 ('MKU', <Side.BUY: 1>) 1 4882 0
1712715259482567469 ('BRV', <Side.BUY: 1>) 2 5328 0
1712715259482567457 ('MKU', <Side.BUY: 1>) 2 4862 0
[CANCELLED] 1712715259482567440 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567445 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567446 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567447 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567448 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567449 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567450 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567451 ('DLO', <Side.BUY: 1>)
1712715259482567471 ('BRV', <Side.BUY: 1>) 2 5308 0
[CANCELLED] 1712715259482567452 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567453 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567454 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567455 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567456 ('DLO', <Side.SELL: 2>)
1712715259482567476 ('DLO', <Side.BUY: 1>) 1 4963 12
[CANCELLED] 1712715259482567458 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567459 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567460 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567461 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567462 ('MKU', <Side.SELL: 2>)
1712715259482567477 ('MKU', <Side.BUY: 1>) 1 4861 22
[CANCELLED] 1712715259482567464 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567465 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567466 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567467 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567468 ('IGM', <Side.SELL: 2>)
1712715259482567478 ('IGM', <Side.BUY: 1>) 1 6158 0
[CANCELLED] 1712715259482567470 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567472 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567473 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567474 ('BRV', <Side.SELL: 2>)
1712715259482567479 ('BRV', <Side.BUY: 1>) 1 5300 38
1712715259482567492 ('MKU', <Side.BUY: 1>) 2 4861 2
1712715259482567504 ('BRV', <Side.BUY: 1>) 2 5300 18
1712715259482567475 ('EPT', <Side.BUY: 1>) 1 4266 0
1712715259482567506 ('BRV', <Side.BUY: 1>) 2 5298 0
1712715259482567480 ('EPT', <Side.BUY: 1>) 2 4246 0
1712715259482567494 ('MKU', <Side.BUY: 1>) 2 4843 0
[CANCELLED] 1712715259482567481 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567482 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567483 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567484 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567485 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567486 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567487 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567488 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567489 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567490 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567491 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567493 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567495 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567496 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567497 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567498 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567499 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567500 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567501 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567502 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567503 ('IGM', <Side.SELL: 2>)
1712715259482567511 ('IGM', <Side.BUY: 1>) 1 6164 9
[CANCELLED] 1712715259482567505 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567507 ('BRV', <Side.SELL: 2>)
1712715259482567508 ('EPT', <Side.BUY: 1>) 1 4247 0
1712715259482567538 ('BRV', <Side.SELL: 2>) 2 5317 0
1712715259482567540 ('BRV', <Side.SELL: 2>) 2 5337 0
1712715259482567542 ('BRV', <Side.SELL: 2>) 2 5357 0
1712715259482567526 ('MKU', <Side.SELL: 2>) 2 4870 0
1712715259482567513 ('EPT', <Side.BUY: 1>) 2 4227 0
1712715259482567532 ('IGM', <Side.SELL: 2>) 2 6211 0
1712715259482567534 ('IGM', <Side.SELL: 2>) 2 6231 0
1712715259482567520 ('DLO', <Side.SELL: 2>) 2 4983 0
1712715259482567515 ('EPT', <Side.BUY: 1>) 2 4207 0
1712715259482567536 ('IGM', <Side.SELL: 2>) 2 6251 0
[CANCELLED] 1712715259482567514 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567516 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567517 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567518 ('EPT', <Side.SELL: 2>)
1712715259482567543 ('EPT', <Side.BUY: 1>) 1 4203 25
[CANCELLED] 1712715259482567509 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567519 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567521 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567522 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567523 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567524 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567510 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567525 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567527 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567528 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567529 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567530 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567531 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567533 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567535 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567512 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567537 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567539 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567541 ('BRV', <Side.BUY: 1>)
1712715259482567548 ('EPT', <Side.BUY: 1>) 2 4203 5
1712715259482567567 ('IGM', <Side.SELL: 2>) 2 6260 -16
1712715259482567561 ('MKU', <Side.SELL: 2>) 2 4889 0
1712715259482567573 ('BRV', <Side.SELL: 2>) 2 5386 -23
1712715259482567575 ('BRV', <Side.SELL: 2>) 2 5386 -3
1712715259482567555 ('DLO', <Side.SELL: 2>) 2 5002 0
1712715259482567569 ('IGM', <Side.SELL: 2>) 2 6264 0
1712715259482567577 ('BRV', <Side.SELL: 2>) 2 5403 0
1712715259482567563 ('MKU', <Side.SELL: 2>) 2 4909 0
1712715259482567571 ('IGM', <Side.SELL: 2>) 2 6284 0
1712715259482567557 ('DLO', <Side.SELL: 2>) 2 5022 0
[CANCELLED] 1712715259482567549 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567550 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567551 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567552 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567553 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567544 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567554 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567556 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567558 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567559 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567545 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567560 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567562 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567564 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567565 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567546 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567566 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567568 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567570 ('IGM', <Side.BUY: 1>)
1712715259482567581 ('IGM', <Side.BUY: 1>) 1 6303 12
[CANCELLED] 1712715259482567547 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567572 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567574 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567576 ('BRV', <Side.BUY: 1>)
1712715259482567582 ('BRV', <Side.BUY: 1>) 1 5443 3
1712715259482567580 ('MKU', <Side.BUY: 1>) 1 4920 0
1712715259482567579 ('DLO', <Side.BUY: 1>) 1 5025 0
1712715259482567607 ('BRV', <Side.BUY: 1>) 2 5426 0
1712715259482567595 ('MKU', <Side.BUY: 1>) 2 4900 0
1712715259482567609 ('BRV', <Side.BUY: 1>) 2 5406 0
[CANCELLED] 1712715259482567578 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567583 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567584 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567585 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567586 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567587 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567588 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567589 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567590 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567591 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567592 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567593 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567594 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567596 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567597 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567598 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567599 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567600 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482567601 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567602 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567603 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567604 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482567605 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482567606 ('IGM', <Side.SELL: 2>)
1712715259482567616 ('IGM', <Side.BUY: 1>) 1 6318 3
[CANCELLED] 1712715259482567608 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567610 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482567611 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482567612 ('BRV', <Side.SELL: 2>)
1712715259482567631 ('MKU', <Side.SELL: 2>) 2 4920 -2
1712715259482567643 ('BRV', <Side.SELL: 2>) 2 5424 -5
1712715259482567645 ('BRV', <Side.SELL: 2>) 2 5439 0
1712715259482567636 ('IGM', <Side.BUY: 1>) 2 6301 0
1712715259482567619 ('EPT', <Side.SELL: 2>) 2 4228 0
1712715259482567633 ('MKU', <Side.SELL: 2>) 2 4938 0
1712715259482567638 ('IGM', <Side.BUY: 1>) 2 6281 0
[CANCELLED] 1712715259482567613 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567618 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567620 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567621 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567622 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482567623 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482567614 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567624 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567625 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567626 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567627 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567628 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482567629 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482567615 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567630 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482567632 ('MKU', <Side.BUY: 1>)
