[REJECTED] 1712716296886696720 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458234 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458235 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458236 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458237 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458238 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458224 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458239 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458240 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458241 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458242 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458243 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458244 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458246 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458247 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458248 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458249 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458250 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458251 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458252 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458253 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458254 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458255 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458256 ('BRV', <Side.SELL: 2>)
1712716366750458261 ('BRV', <Side.BUY: 1>) 1 4825 0
1712716366750458257 ('EPT', <Side.BUY: 1>) 1 4793 0
1712716366750458287 ('BRV', <Side.SELL: 2>) 2 4865 0
1712716366750458258 ('DLO', <Side.BUY: 1>) 1 4861 0
[CANCELLED] 1712716366750458262 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458263 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458264 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458265 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458266 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458267 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458268 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458269 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458270 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458271 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458272 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458273 ('DLO', <Side.SELL: 2>)
1712716366750458290 ('DLO', <Side.BUY: 1>) 1 4860 1
[CANCELLED] 1712716366750458259 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458274 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458275 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458276 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458277 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458278 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458279 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458260 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458280 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458281 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458282 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458283 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458284 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458285 ('IGM', <Side.SELL: 2>)
1712716366750458292 ('IGM', <Side.BUY: 1>) 1 5304 5
[CANCELLED] 1712716366750458286 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458288 ('BRV', <Side.BUY: 1>)
1712716366750458293 ('BRV', <Side.BUY: 1>) 1 4857 1
[CANCELLED] 1712716366750458289 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458294 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458295 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458296 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458297 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458298 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458299 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458300 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458301 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458302 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458303 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458304 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458305 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458291 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458306 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458307 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458308 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458309 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458310 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458311 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458312 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458313 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458314 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458315 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458316 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458317 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458318 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458319 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458320 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458321 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458322 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458323 ('BRV', <Side.SELL: 2>)
1712716366750458328 ('BRV', <Side.BUY: 1>) 1 4868 1
1712716366750458342 ('MKU', <Side.SELL: 2>) 2 4847 0
1712716366750458354 ('BRV', <Side.SELL: 2>) 2 4895 0
1712716366750458348 ('IGM', <Side.SELL: 2>) 2 5356 0
1712716366750458344 ('MKU', <Side.SELL: 2>) 2 4867 0
[CANCELLED] 1712716366750458324 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458329 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458330 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458331 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458332 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458333 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458334 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458325 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458335 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458336 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458337 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458338 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458339 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458340 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458326 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458341 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458343 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458345 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458346 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458327 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458347 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458349 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458350 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458351 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458352 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458353 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458355 ('BRV', <Side.BUY: 1>)
1712716366750458386 ('BRV', <Side.SELL: 2>) 2 4930 -15
1712716366750458388 ('BRV', <Side.SELL: 2>) 2 4935 0
1712716366750458359 ('IGM', <Side.BUY: 1>) 1 5340 0
1712716366750458379 ('IGM', <Side.BUY: 1>) 2 5320 0
1712716366750458358 ('MKU', <Side.BUY: 1>) 1 4851 0
1712716366750458381 ('IGM', <Side.BUY: 1>) 2 5300 0
1712716366750458360 ('BRV', <Side.BUY: 1>) 1 4893 0
1712716366750458357 ('DLO', <Side.BUY: 1>) 1 4863 0
1712716366750458383 ('IGM', <Side.BUY: 1>) 2 5280 0
1712716366750458385 ('BRV', <Side.BUY: 1>) 2 4873 0
[CANCELLED] 1712716366750458356 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458361 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458362 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458363 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458364 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458365 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458366 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458367 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458368 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458369 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458370 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458371 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458372 ('DLO', <Side.SELL: 2>)
1712716366750458392 ('DLO', <Side.BUY: 1>) 1 4861 9
[CANCELLED] 1712716366750458373 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458374 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458375 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458376 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458377 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458378 ('MKU', <Side.SELL: 2>)
1712716366750458393 ('MKU', <Side.BUY: 1>) 1 4836 27
[CANCELLED] 1712716366750458380 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458382 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458384 ('IGM', <Side.SELL: 2>)
1712716366750458394 ('IGM', <Side.BUY: 1>) 1 5264 77
[CANCELLED] 1712716366750458387 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458389 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458390 ('BRV', <Side.SELL: 2>)
1712716366750458395 ('BRV', <Side.BUY: 1>) 1 4866 60
1712716366750458408 ('MKU', <Side.BUY: 1>) 2 4836 7
1712716366750458414 ('IGM', <Side.BUY: 1>) 2 5264 57
1712716366750458416 ('IGM', <Side.BUY: 1>) 2 5264 37
1712716366750458397 ('EPT', <Side.SELL: 2>) 2 4817 0
1712716366750458418 ('IGM', <Side.BUY: 1>) 2 5247 34
1712716366750458420 ('BRV', <Side.BUY: 1>) 2 4855 51
1712716366750458422 ('BRV', <Side.BUY: 1>) 2 4855 31
[CANCELLED] 1712716366750458391 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458396 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458398 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458399 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458400 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458401 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458402 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458403 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458404 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458405 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458406 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458407 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458409 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458410 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458411 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458412 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458413 ('MKU', <Side.SELL: 2>)
1712716366750458425 ('MKU', <Side.BUY: 1>) 1 4852 4
[CANCELLED] 1712716366750458415 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458417 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458419 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458421 ('BRV', <Side.SELL: 2>)
1712716366750458424 ('DLO', <Side.BUY: 1>) 1 4853 0
1712716366750458426 ('IGM', <Side.BUY: 1>) 1 5232 0
1712716366750458423 ('EPT', <Side.BUY: 1>) 1 4819 0
1712716366750458446 ('IGM', <Side.BUY: 1>) 2 5212 0
[CANCELLED] 1712716366750458428 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458429 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458430 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458431 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458432 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458433 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458434 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458435 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458436 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458437 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458438 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458439 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458440 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458441 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458442 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458443 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458444 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458445 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458447 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458448 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458449 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458450 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458451 ('IGM', <Side.SELL: 2>)
1712716366750458461 ('IGM', <Side.BUY: 1>) 1 5208 32
[CANCELLED] 1712716366750458427 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458452 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458453 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458454 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458455 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458456 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458457 ('BRV', <Side.SELL: 2>)
1712716366750458481 ('IGM', <Side.BUY: 1>) 2 5208 12
1712716366750458483 ('IGM', <Side.BUY: 1>) 2 5200 0
1712716366750458464 ('EPT', <Side.SELL: 2>) 2 4845 0
1712716366750458459 ('DLO', <Side.BUY: 1>) 1 4847 0
[CANCELLED] 1712716366750458458 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458463 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458465 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458466 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458467 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458468 ('EPT', <Side.SELL: 2>)
1712716366750458490 ('EPT', <Side.BUY: 1>) 1 4815 27
[CANCELLED] 1712716366750458469 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458470 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458471 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458472 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458473 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458474 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458460 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458475 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458476 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458477 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458478 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458479 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458480 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458482 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458484 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458485 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458486 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458462 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458487 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458488 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458489 ('BRV', <Side.BUY: 1>)
1712716366750458495 ('EPT', <Side.BUY: 1>) 2 4815 7
1712716366750458514 ('IGM', <Side.SELL: 2>) 2 5234 -2
1712716366750458520 ('BRV', <Side.SELL: 2>) 2 4893 0
1712716366750458522 ('BRV', <Side.SELL: 2>) 2 4913 0
1712716366750458491 ('DLO', <Side.BUY: 1>) 1 4851 0
1712716366750458493 ('IGM', <Side.BUY: 1>) 1 5199 0
1712716366750458513 ('IGM', <Side.BUY: 1>) 2 5179 0
1712716366750458501 ('DLO', <Side.BUY: 1>) 2 4831 0
1712716366750458515 ('IGM', <Side.BUY: 1>) 2 5159 0
[CANCELLED] 1712716366750458496 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458498 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458499 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458500 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458502 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458503 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458504 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458505 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458506 ('DLO', <Side.SELL: 2>)
1712716366750458526 ('DLO', <Side.BUY: 1>) 1 4829 21
[CANCELLED] 1712716366750458492 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458507 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458508 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458509 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458510 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458511 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458512 ('MKU', <Side.SELL: 2>)
1712716366750458527 ('MKU', <Side.BUY: 1>) 1 4855 11
[CANCELLED] 1712716366750458516 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458517 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458518 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458494 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458519 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458521 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458523 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458524 ('BRV', <Side.SELL: 2>)
1712716366750458529 ('BRV', <Side.BUY: 1>) 1 4902 19
1712716366750458536 ('DLO', <Side.BUY: 1>) 2 4829 1
1712716366750458542 ('MKU', <Side.BUY: 1>) 2 4846 0
1712716366750458528 ('IGM', <Side.BUY: 1>) 1 5213 0
1712716366750458548 ('IGM', <Side.BUY: 1>) 2 5193 0
1712716366750458550 ('IGM', <Side.BUY: 1>) 2 5173 0
1712716366750458552 ('IGM', <Side.BUY: 1>) 2 5153 0
1712716366750458554 ('BRV', <Side.BUY: 1>) 2 4901 0
1712716366750458556 ('BRV', <Side.BUY: 1>) 2 4881 0
1712716366750458538 ('DLO', <Side.BUY: 1>) 2 4810 0
1712716366750458525 ('EPT', <Side.BUY: 1>) 1 4803 0
1712716366750458544 ('MKU', <Side.BUY: 1>) 2 4826 0
1712716366750458558 ('BRV', <Side.BUY: 1>) 2 4861 0
[CANCELLED] 1712716366750458530 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458531 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458532 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458533 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458534 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458535 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458537 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458539 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458540 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458541 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458543 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458545 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458546 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458547 ('MKU', <Side.SELL: 2>)
1712716366750458562 ('MKU', <Side.BUY: 1>) 1 4824 3
[CANCELLED] 1712716366750458549 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458551 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458553 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458555 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458557 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458559 ('BRV', <Side.SELL: 2>)
1712716366750458564 ('BRV', <Side.BUY: 1>) 1 4858 7
1712716366750458561 ('DLO', <Side.BUY: 1>) 1 4797 0
1712716366750458560 ('EPT', <Side.BUY: 1>) 1 4803 0
1712716366750458590 ('BRV', <Side.SELL: 2>) 2 4903 0
1712716366750458578 ('MKU', <Side.SELL: 2>) 2 4857 0
[CANCELLED] 1712716366750458565 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458566 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458567 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458568 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458569 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458570 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458571 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458572 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458573 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458574 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458575 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458576 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458577 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458579 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458580 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458581 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458582 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458563 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458583 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458584 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458585 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458586 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458587 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458588 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458589 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458591 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458592 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716366750458593 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716366750458594 ('BRV', <Side.SELL: 2>)
1712716366750458613 ('MKU', <Side.SELL: 2>) 2 4869 0
1712716366750458625 ('BRV', <Side.SELL: 2>) 2 4922 0
1712716366750458601 ('EPT', <Side.SELL: 2>) 2 4812 0
[CANCELLED] 1712716366750458595 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458600 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458602 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458603 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458604 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716366750458605 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716366750458596 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458606 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458607 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458608 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458609 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458610 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716366750458611 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716366750458597 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458612 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458614 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458615 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716366750458616 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716366750458617 ('MKU', <Side.SELL: 2>)
1712716366750458629 ('MKU', <Side.BUY: 1>) 1 4873 0
[CANCELLED] 1712716366750458598 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458618 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458619 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458620 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458621 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716366750458622 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716366750458623 ('IGM', <Side.SELL: 2>)
1712716366750458630 ('IGM', <Side.BUY: 1>) 1 5163 22
