1712717966233274882 ('MKU', <Side.BUY: 1>) 1 5036 1
1712717966233276356 ('EPT', <Side.BUY: 1>) 2 4735 0
1712717966233276355 ('BRV', <Side.BUY: 1>) 1 5763 0
[CANCELLED] 1712717966233276357 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276358 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276359 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276360 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276361 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276352 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276362 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276363 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276364 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276365 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276366 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276367 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276353 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276368 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276369 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276370 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276371 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276372 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276373 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276354 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276374 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276376 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276377 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276378 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276379 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276380 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276381 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276382 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276383 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276384 ('BRV', <Side.BUY: 1>)
1712717966233276389 ('BRV', <Side.BUY: 1>) 1 5759 5
1712717966233276388 ('IGM', <Side.BUY: 1>) 1 5686 0
1712717966233276414 ('BRV', <Side.BUY: 1>) 2 5744 0
1712717966233276386 ('DLO', <Side.BUY: 1>) 1 5257 0
1712717966233276408 ('IGM', <Side.BUY: 1>) 2 5666 0
1712717966233276410 ('IGM', <Side.BUY: 1>) 2 5646 0
1712717966233276387 ('MKU', <Side.BUY: 1>) 1 5403 0
[CANCELLED] 1712717966233276385 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276390 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276391 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276392 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276393 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276394 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276395 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276396 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276397 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276398 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276399 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276400 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276401 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276402 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276403 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276404 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276405 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276406 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276407 ('MKU', <Side.SELL: 2>)
1712717966233276421 ('MKU', <Side.BUY: 1>) 1 5402 2
[CANCELLED] 1712717966233276409 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276411 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276412 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276413 ('IGM', <Side.SELL: 2>)
1712717966233276422 ('IGM', <Side.BUY: 1>) 1 5646 21
[CANCELLED] 1712717966233276415 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276416 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276417 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276418 ('BRV', <Side.BUY: 1>)
1712717966233276423 ('BRV', <Side.BUY: 1>) 1 5733 0
1712717966233276442 ('IGM', <Side.BUY: 1>) 2 5646 1
1712717966233276444 ('IGM', <Side.BUY: 1>) 2 5627 0
1712717966233276446 ('IGM', <Side.BUY: 1>) 2 5607 0
1712717966233276448 ('BRV', <Side.BUY: 1>) 2 5713 0
1712717966233276420 ('DLO', <Side.BUY: 1>) 1 5251 0
1712717966233276450 ('BRV', <Side.BUY: 1>) 2 5693 0
1712717966233276425 ('EPT', <Side.SELL: 2>) 2 4800 0
[CANCELLED] 1712717966233276419 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276424 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276426 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276427 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276428 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276429 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276430 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276431 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276432 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276433 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276434 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276435 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276436 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276437 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276438 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276439 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276440 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276441 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276443 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276445 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276447 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276449 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276451 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276452 ('BRV', <Side.BUY: 1>)
1712717966233276483 ('BRV', <Side.SELL: 2>) 2 5715 0
1712717966233276471 ('MKU', <Side.SELL: 2>) 2 5406 0
[CANCELLED] 1712717966233276453 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276458 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276459 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276460 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276461 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276463 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276454 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276464 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276465 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276466 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276467 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276468 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276469 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276455 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276470 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276472 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276473 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276474 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276475 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276456 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276476 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276477 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276478 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276479 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276480 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276481 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276457 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276482 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276484 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276485 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276486 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276487 ('BRV', <Side.SELL: 2>)
1712717966233276491 ('IGM', <Side.BUY: 1>) 1 5552 0
[CANCELLED] 1712717966233276488 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276493 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276494 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276495 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276496 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276498 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276489 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276499 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276500 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276501 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276502 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276503 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276504 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276490 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276505 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276506 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276507 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276508 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276509 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276510 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276511 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276512 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276513 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276514 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276515 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276516 ('IGM', <Side.SELL: 2>)
1712717966233276521 ('IGM', <Side.BUY: 1>) 1 5551 2
[CANCELLED] 1712717966233276492 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276517 ('BRV', <Side.BUY: 1>)
1712717966233276522 ('BRV', <Side.BUY: 1>) 1 5703 0
1712717966233276519 ('DLO', <Side.BUY: 1>) 1 5248 0
1712717966233276520 ('MKU', <Side.BUY: 1>) 1 5404 0
1712717966233276541 ('IGM', <Side.BUY: 1>) 2 5533 0
1712717966233276547 ('BRV', <Side.BUY: 1>) 2 5683 0
1712717966233276549 ('BRV', <Side.BUY: 1>) 2 5663 0
1712717966233276529 ('DLO', <Side.BUY: 1>) 2 5228 0
1712717966233276543 ('IGM', <Side.BUY: 1>) 2 5513 0
1712717966233276535 ('MKU', <Side.BUY: 1>) 2 5384 0
1712717966233276537 ('MKU', <Side.BUY: 1>) 2 5364 0
[CANCELLED] 1712717966233276518 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276523 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276524 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276525 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276526 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276527 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276528 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276530 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276531 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276532 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276533 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276534 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276536 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276538 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276539 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276540 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276542 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276544 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276545 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276546 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276548 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276550 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276551 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276552 ('BRV', <Side.SELL: 2>)
1712717966233276557 ('BRV', <Side.BUY: 1>) 1 5644 0
1712717966233276582 ('BRV', <Side.BUY: 1>) 2 5624 0
1712717966233276554 ('DLO', <Side.BUY: 1>) 1 5210 0
[CANCELLED] 1712717966233276553 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276558 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276559 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276560 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276561 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276562 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276563 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276564 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276565 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276566 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276567 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276568 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276569 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276555 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276570 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276571 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276572 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276573 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276574 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276575 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276556 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276576 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276577 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276578 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276579 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276580 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276581 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276583 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276584 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276585 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276586 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276587 ('BRV', <Side.SELL: 2>)
1712717966233276588 ('EPT', <Side.BUY: 1>) 1 4866 0
1712717966233276589 ('DLO', <Side.BUY: 1>) 1 5199 0
1712717966233276593 ('EPT', <Side.BUY: 1>) 2 4846 0
1712717966233276612 ('IGM', <Side.SELL: 2>) 2 5528 0
1712717966233276590 ('MKU', <Side.BUY: 1>) 1 5361 0
[CANCELLED] 1712717966233276594 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276595 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276596 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276597 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276598 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276599 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276600 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276601 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276602 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276603 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276604 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276605 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276606 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276607 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276608 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276609 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276610 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276591 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276611 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276613 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276614 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276615 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276616 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276592 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276617 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276618 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276619 ('BRV', <Side.BUY: 1>)
1712717966233276623 ('IGM', <Side.BUY: 1>) 1 5526 0
1712717966233276624 ('BRV', <Side.BUY: 1>) 1 5622 0
1712717966233276622 ('MKU', <Side.BUY: 1>) 1 5362 0
1712717966233276620 ('EPT', <Side.BUY: 1>) 1 4844 0
1712717966233276649 ('BRV', <Side.BUY: 1>) 2 5602 0
1712717966233276643 ('IGM', <Side.BUY: 1>) 2 5506 0
1712717966233276621 ('DLO', <Side.BUY: 1>) 1 5200 0
1712717966233276637 ('MKU', <Side.BUY: 1>) 2 5342 0
[CANCELLED] 1712717966233276625 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276626 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276627 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276628 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276629 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276630 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276631 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276632 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276633 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276634 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276635 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276636 ('DLO', <Side.SELL: 2>)
1712717966233276656 ('DLO', <Side.BUY: 1>) 1 5199 2
[CANCELLED] 1712717966233276638 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276639 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276640 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276641 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276642 ('MKU', <Side.SELL: 2>)
1712717966233276657 ('MKU', <Side.BUY: 1>) 1 5334 12
[CANCELLED] 1712717966233276644 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276645 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276646 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276647 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276648 ('IGM', <Side.SELL: 2>)
1712717966233276658 ('IGM', <Side.BUY: 1>) 1 5499 8
[CANCELLED] 1712717966233276650 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276651 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276652 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276653 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276654 ('BRV', <Side.SELL: 2>)
1712717966233276659 ('BRV', <Side.BUY: 1>) 1 5584 22
1712717966233276684 ('BRV', <Side.BUY: 1>) 2 5584 2
[CANCELLED] 1712717966233276655 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276660 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276661 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276662 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276663 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276664 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276665 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276666 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276667 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276668 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276669 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276670 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276671 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276672 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276673 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276674 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276675 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276676 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276677 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276678 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276679 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276680 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276681 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276682 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276683 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276685 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276686 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276687 ('BRV', <Side.SELL: 2>)
1712717966233276691 ('IGM', <Side.BUY: 1>) 1 5495 0
1712717966233276711 ('IGM', <Side.BUY: 1>) 2 5475 0
1712717966233276694 ('EPT', <Side.SELL: 2>) 2 4894 0
1712717966233276692 ('BRV', <Side.BUY: 1>) 1 5600 0
1712717966233276689 ('DLO', <Side.BUY: 1>) 1 5209 0
1712717966233276717 ('BRV', <Side.BUY: 1>) 2 5580 0
1712717966233276719 ('BRV', <Side.BUY: 1>) 2 5560 0
[CANCELLED] 1712717966233276688 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276693 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276695 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276696 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276697 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276698 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276699 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276700 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276701 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276702 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276703 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276704 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276690 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276705 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276706 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276707 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276708 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233276709 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233276710 ('MKU', <Side.SELL: 2>)
1712717966233276725 ('MKU', <Side.BUY: 1>) 1 5352 4
[CANCELLED] 1712717966233276712 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276713 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276714 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276715 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233276716 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233276718 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276720 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233276721 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233276722 ('BRV', <Side.SELL: 2>)
1712717966233276727 ('BRV', <Side.BUY: 1>) 1 5560 4
1712717966233276726 ('IGM', <Side.BUY: 1>) 1 5475 0
1712717966233276752 ('BRV', <Side.BUY: 1>) 2 5544 0
1712717966233276724 ('DLO', <Side.BUY: 1>) 1 5194 0
1712717966233276746 ('IGM', <Side.BUY: 1>) 2 5455 0
1712717966233276740 ('MKU', <Side.BUY: 1>) 2 5336 0
1712717966233276754 ('BRV', <Side.BUY: 1>) 2 5524 0
[CANCELLED] 1712717966233276723 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276728 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276729 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276730 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276731 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276732 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233276733 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233276734 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276735 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276736 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276737 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233276738 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233276739 ('DLO', <Side.SELL: 2>)
